BoreName,HydroID,HydroCode,StateBoreID,StatePipeID,StateTerritory,Agency,WCode,BoreDepth,DrilledDepth,Status,DrilledDate,HGUID,HGUNumber,HGUName,NafHGUNumber,AquiferType,FType,Latitude,Longitude,Easting,Northing,Projection,ProjectionZone,CoordMethod,HeightDatum,GALandElev,GALandElevMethod,RefElev,RefElevDesc,RefElevMethod,FTypeClass,ConstructionLog,LithLog,HydrostratLog,WaterLevel,Salinity,AddedBy,Comment,Source,QAQCd_By,QAQC_date,geometry
,10000193,GW011198.1.1,GW011198,1.1,1,1.0,8.0,68.6,68.6,DCM,1955-09-01T00:00:00,-19999999.0,-9999.0,Unknown,-9999.0,,STOK,-30.6637472,143.684017,757173.0,6604589.0,1.0,54.0,MAP,AHD,86.0,DEM,86.0,UNK,DEM,Stock and Domestic,1.0,1.0,0.0,0.0,0.0,Neil Symington,,NGIS,,,POINT (1106393.651999999 -3388340.6993)
,10000405,GW009674.1.1,GW009674,1.1,1,1.0,8.0,23.5,,UNK,1951-01-01T00:00:00,-19999999.0,-9999.0,Unknown,-9999.0,,UNK,-31.3665263,143.563471,743821.0,6526936.0,1.0,54.0,MAP,AHD,75.11,LIDAR,75.11,UNK,LIDAR,Unknown,0.0,0.0,0.0,0.0,0.0,Neil Symington,,NGIS,,,POINT (1087894.938000001 -3465697.7722)
,10000457,GW004269.1.1,GW004269,1.1,1,1.0,8.0,164.0,164.0,UNK,1885-01-01T00:00:00,-19999999.0,-9999.0,Unknown,-9999.0,,UNK,-30.1695809,143.8903976,778356.0,6658893.0,1.0,54.0,MAP,AHD,110.0,DEM,110.0,UNK,DEM,Unknown,1.0,1.0,0.0,0.0,0.0,Neil Symington,,NGIS,,,POINT (1131027.470400002 -3335001.7678)
,10000588,GW010127.1.1,GW010127,1.1,1,1.0,8.0,250.2,250.2,USE,1952-09-01T00:00:00,-19999999.0,-9999.0,Unknown,-9999.0,,STOK,-29.997631,144.4876103,257641.0,6678819.0,1.0,55.0,MAP,AHD,104.0,DEM,104.0,UNK,DEM,Stock and Domestic,1.0,1.0,0.0,0.0,0.0,Neil Symington,,NGIS,,,POINT (1189539.405400001 -3321237.7982)
,10000628,GW028094.1.1,GW028094,1.1,1,1.0,8.0,9.1,9.1,UNK,1966-07-01T00:00:00,-19999999.0,-9999.0,Unknown,-9999.0,,STOK,-30.535388,147.5375675,551567.0,6621764.0,1.0,55.0,MAP,AHD,137.0,DEM,137.0,UNK,DEM,Stock and Domestic,0.0,1.0,0.0,0.0,0.0,Neil Symington,,NGIS,,,POINT (1471466.154300001 -3412918.9385)
,10000760,GW003791.1.1,GW003791,1.1,1,1.0,8.0,134.1,134.1,UNK,1941-08-01T00:00:00,-19999999.0,-9999.0,Unknown,-9999.0,,HUSE,-29.5745713,145.0609317,312170.0,6726785.0,1.0,55.0,MAP,AHD,145.0,DEM,145.0,UNK,DEM,Water Supply,0.0,1.0,0.0,0.0,0.0,Neil Symington,,NGIS,,,POINT (1248807.307100002 -3279511.871099999)
,10000783,GW006762.1.1,GW006762,1.1,1,1.0,8.0,184.7,184.7,UNK,1942-03-01T00:00:00,-19999999.0,-9999.0,Unknown,-9999.0,,STOK,-30.2523475,145.1692698,323864.0,6651834.0,1.0,55.0,MAP,AHD,107.0,DEM,107.0,UNK,DEM,Stock and Domestic,1.0,1.0,0.0,0.0,0.0,Neil Symington,,NGIS,,,POINT (1251310.411200002 -3356158.589299999)
,10000955,GW011348.1.1,GW011348,1.1,1,1.0,8.0,133.5,133.5,UNK,1955-02-01T00:00:00,-19999999.0,-9999.0,Unknown,-9999.0,,STOK,-30.8498565,143.887073,776104.0,6583469.0,1.0,54.0,MAP,AHD,89.0,DEM,89.0,UNK,DEM,Stock and Domestic,0.0,1.0,0.0,0.0,0.0,Neil Symington,,NGIS,,,POINT (1123629.252 -3410875.5919)
,10001002,GW004138.1.1,GW004138,1.1,1,1.0,8.0,286.5,286.5,RMV,1889-04-01T00:00:00,-19999999.0,-9999.0,Unknown,-9999.0,,HUSE,-30.279017,144.432341,253010.0,6647505.0,1.0,55.0,UNK,AHD,95.19209289550781,DEM,95.19209289550781,NGS,DEM,Water Supply,1.0,1.0,0.0,0.0,0.0,Neil Symington,,NGIS,,,POINT (1181226.638999999 -3352117.073899999)
,10001062,GW016685.1.1,GW016685,1.1,1,1.0,8.0,123.4,123.4,UNK,1957-12-01T00:00:00,-19999999.0,-9999.0,Unknown,-9999.0,,STOK,-30.5659697,143.7065152,759590.0,6615379.0,1.0,54.0,MAP,AHD,91.0,DEM,91.0,UNK,DEM,Stock and Domestic,1.0,1.0,0.0,0.0,0.0,Neil Symington,,NGIS,,,POINT (1109520.647300001 -3377625.476500001)
,10001071,GW031429.1.1,GW031429,1.1,1,1.0,8.0,15.2,15.3,USE,1969-02-01T00:00:00,-19999999.0,-9999.0,Unknown,-9999.0,,STOK,-31.4451324,144.1056878,224930.0,6517438.0,1.0,55.0,MAP,AHD,80.18,LIDAR,80.18,UNK,LIDAR,Stock and Domestic,0.0,1.0,0.0,0.0,0.0,Neil Symington,,NGIS,,,POINT (1137924.828200001 -3479184.423599999)
,10001158,GW008363.1.1,GW008363,1.1,1,1.0,8.0,554.7,554.7,UNK,1954-06-01T00:00:00,-19999999.0,-9999.0,Unknown,-9999.0,,STOK,-29.7529007,145.5112049,356046.0,6707666.0,1.0,55.0,MAP,AHD,127.0,DEM,127.0,UNK,DEM,Stock and Domestic,1.0,1.0,0.0,0.0,0.0,Neil Symington,,NGIS,,,POINT (1289590.9712 -3303873.1251)
,10001402,GW019703.1.1,GW019703,1.1,1,1.0,8.0,12.8,12.8,UNK,1962-05-01T00:00:00,-19999999.0,-9999.0,Unknown,-9999.0,,STOK,-30.1295603,146.7667442,477532.0,6666835.0,1.0,55.0,MAP,AHD,121.0,DEM,121.0,UNK,DEM,Stock and Domestic,0.0,1.0,0.0,0.0,0.0,Neil Symington,,NGIS,,,POINT (1404045.888099998 -3359078.8506)
,10001415,GW004565.1.1,GW004565,1.1,1,1.0,8.0,316.9,,USE,1923-01-01T00:00:00,-19999999.0,-9999.0,Unknown,-9999.0,,STOK,-29.9234596,145.0920455,315824.0,6688166.0,1.0,55.0,MAP,AHD,108.48104095458984,DEM,108.48104095458984,NGS,DEM,Stock and Domestic,1.0,0.0,0.0,0.0,0.0,Neil Symington,,NGIS,,,POINT (1247770.0557 -3318729.8106)
,10001423,GW010738.1.1,GW010738,1.1,1,1.0,8.0,89.0,89.0,UNK,1953-11-01T00:00:00,-19999999.0,-9999.0,Unknown,-9999.0,,STOK,-31.8018032,143.8220838,767181.0,6478063.0,1.0,54.0,MAP,AHD,123.0,DEM,123.0,UNK,DEM,Stock and Domestic,0.0,1.0,0.0,0.0,0.0,Neil Symington,,NGIS,,,POINT (1107654.206 -3516440.7063)
,10001516,GW008410.1.1,GW008410,1.1,1,1.0,8.0,494.7,494.7,UNK,1955-09-01T00:00:00,-19999999.0,-9999.0,Unknown,-9999.0,,STOK,-29.7765104,145.6670365,371146.0,6705234.0,1.0,55.0,MAP,AHD,125.0,DEM,125.0,UNK,DEM,Stock and Domestic,1.0,1.0,0.0,1.0,0.0,Neil Symington,,NGIS,,,POINT (1304125.372699998 -3308087.2103)
,10001532,GW004411.1.1,GW004411,1.1,1,1.0,8.0,382.8,382.8,UNK,1912-06-01T00:00:00,-19999999.0,-9999.0,Unknown,-9999.0,,UNK,-29.996522,144.2959463,239142.0,6678521.0,1.0,55.0,MAP,AHD,101.33616638183594,DEM,101.33616638183594,NGS,DEM,Unknown,1.0,1.0,0.0,1.0,0.0,Neil Symington,,NGIS,,,POINT (1171350.756700002 -3319343.1084)
,10001549,GW273287.1.1,GW273287,1.1,1,1.0,8.0,755.0,755.0,USE,2013-05-31T00:00:00,-19999999.0,-9999.0,Unknown,-9999.0,,HUSE,-30.3383831,147.9193012,588364.0,6643360.0,1.0,55.0,GPS,AHD,133.0,DEM,133.0,UNK,DEM,Water Supply,1.0,1.0,0.0,1.0,0.0,Neil Symington,,NGIS,,,POINT (1510176.725400001 -3395462.3769)
,10001596,GW016879.1.1,GW016879,1.1,1,1.0,8.0,129.5,129.5,UNK,1957-12-01T00:00:00,-19999999.0,-9999.0,Unknown,-9999.0,,STOK,-30.5115261,143.6331821,752695.0,6621582.0,1.0,54.0,MAP,AHD,99.0,DEM,99.0,UNK,DEM,Stock and Domestic,1.0,1.0,0.0,0.0,0.0,Neil Symington,,NGIS,,,POINT (1103144.332800001 -3370914.921499999)
,10001598,GW044562.1.1,GW044562,1.1,1,1.0,8.0,77.0,77.0,PRP,1976-11-01T00:00:00,-19999999.0,-9999.0,Unknown,-9999.0,,EXPR,-31.044013,145.258166,333778.0,6564217.0,1.0,55.0,MAP,AHD,196.0,DEM,196.0,UNK,DEM,Exploration,1.0,1.0,0.0,0.0,0.0,Neil Symington,,NGIS,,,POINT (1250537.823100001 -3445259.7202)
,10001712,GW026736.1.1,GW026736,1.1,1,1.0,8.0,88.4,88.4,UNK,1966-09-01T00:00:00,-19999999.0,-9999.0,Unknown,-9999.0,,INDS,-31.598476,143.0865351,697958.0,6502180.0,1.0,54.0,MAP,AHD,93.0,DEM,93.0,UNK,DEM,Commercial and Industrial,0.0,1.0,0.0,0.0,0.0,Neil Symington,,NGIS,,,POINT (1040889.1743 -3487589.773600001)
,10001793,GW026735.1.1,GW026735,1.1,1,1.0,8.0,82.3,82.3,UNK,1966-08-01T00:00:00,-19999999.0,-9999.0,Unknown,-9999.0,,INDS,-31.5806974,143.1651451,705457.0,6504006.0,1.0,54.0,MAP,AHD,85.0,DEM,85.0,UNK,DEM,Commercial and Industrial,1.0,1.0,0.0,0.0,0.0,Neil Symington,,NGIS,,,POINT (1048424.656199999 -3486249.989600001)
,10001803,GW010358.1.1,GW010358,1.1,1,1.0,8.0,349.6,349.6,UNK,1953-02-01T00:00:00,-19999999.0,-9999.0,Unknown,-9999.0,,STOK,-29.9287331,145.6564824,370322.0,6688353.0,1.0,55.0,MAP,AHD,107.0,DEM,107.0,UNK,DEM,Stock and Domestic,1.0,1.0,0.0,0.0,0.0,Neil Symington,,NGIS,,,POINT (1301301.2491 -3324948.8221)
,10001874,GW034746.1.1,GW034746,1.1,1,1.0,8.0,26.2,26.2,UNK,,-19999999.0,-9999.0,Unknown,-9999.0,,INDS,-31.7187473,143.8240274,767604.0,6487269.0,1.0,54.0,MAP,AHD,173.0,DEM,173.0,UNK,DEM,Commercial and Industrial,0.0,1.0,0.0,0.0,0.0,Neil Symington,,NGIS,,,POINT (1108694.852000002 -3507202.1052)
,10001875,GW047355.1.1,GW047355,1.1,1,1.0,8.0,,194.8,ABN,1968-07-01T00:00:00,-19999999.0,-9999.0,Unknown,-9999.0,,"MINE,MNAS",-30.0162331,145.6645386,371213.0,6678665.0,1.0,55.0,MAP,AHD,102.0,DEM,102.0,UNK,DEM,Unknown,1.0,1.0,0.0,0.0,0.0,Neil Symington,,NGIS,,,POINT (1301018.777399998 -3334784.307399999)
,10001892,GW011221.1.1,GW011221,1.1,1,1.0,8.0,67.1,67.1,UNK,1954-07-01T00:00:00,-19999999.0,-9999.0,Unknown,-9999.0,,STOK,-30.7181892,144.0276244,215346.0,6597855.0,1.0,55.0,MAP,AHD,93.0,DEM,93.0,UNK,DEM,Stock and Domestic,0.0,1.0,0.0,0.0,0.0,Neil Symington,,NGIS,,,POINT (1138262.597399998 -3397432.982999999)
,10002156,GW017282.1.1,GW017282,1.1,1,1.0,8.0,70.7,70.7,UNK,1957-12-01T00:00:00,-19999999.0,-9999.0,Unknown,-9999.0,,STOK,-31.0654116,143.926242,779223.0,6559467.0,1.0,54.0,MAP,AHD,103.0,DEM,103.0,UNK,DEM,Stock and Domestic,1.0,1.0,0.0,0.0,0.0,Neil Symington,,NGIS,,,POINT (1125070.192000002 -3435261.263900001)
,10002261,GW019747.1.1,GW019747,1.1,1,1.0,8.0,313.9,313.9,UNK,1961-05-01T00:00:00,-19999999.0,-9999.0,Unknown,-9999.0,,STOK,-30.1851369,143.8231765,771837.0,6657331.0,1.0,54.0,MAP,AHD,126.0,DEM,126.0,UNK,DEM,Stock and Domestic,1.0,1.0,0.0,0.0,0.0,Neil Symington,,NGIS,,,POINT (1124490.502599999 -3336144.5755)
,10002270,GW045240.1.1,GW045240,1.1,1,1.0,8.0,45.7,45.7,UNK,1973-12-01T00:00:00,-19999999.0,-9999.0,Unknown,-9999.0,,STOK,-30.950683,144.7420619,284306.0,6573677.0,1.0,55.0,MAP,AHD,94.06,LIDAR,94.06,UNK,LIDAR,Stock and Domestic,0.0,1.0,0.0,0.0,0.0,Neil Symington,,NGIS,,,POINT (1203063.559900001 -3429903.6775)
,10002559,GW034971.1.1,GW034971,1.1,1,1.0,8.0,37.3,37.3,UNK,1972-09-01T00:00:00,-19999999.0,-9999.0,Unknown,-9999.0,,INDS,-31.7701394,143.4920878,736010.0,6482339.0,1.0,54.0,MAP,AHD,87.0,DEM,87.0,UNK,DEM,Commercial and Industrial,0.0,1.0,1.0,0.0,0.0,Neil Symington,,NGIS,,,POINT (1077138.642700002 -3510090.206)
,10002576,GW010291.1.1,GW010291,1.1,1,1.0,8.0,45.7,,UNK,1951-01-01T00:00:00,-19999999.0,-9999.0,Unknown,-9999.0,,UNK,-31.3254048,144.742344,285180.0,6532133.0,1.0,55.0,MAP,AHD,116.0,DEM,116.0,UNK,DEM,Unknown,0.0,0.0,0.0,0.0,0.0,Neil Symington,,NGIS,,,POINT (1198911.233800001 -3471665.0232)
,10002702,GW036839.2.1,GW036839,2.1,1,1.0,8.0,,,UNK,,-19999999.0,-9999.0,Unknown,-9999.0,,UNK,-31.5812,143.494,736670.5,6503290.0,1.0,54.0,MAP,AHD,79.76,LIDAR,79.76,NGS,LIDAR,Unknown,0.0,0.0,0.0,0.0,0.0,Neil Symington,,NGIS,,,POINT (1079217.427000001 -3489044.4027)
,10002829,GW016843.1.1,GW016843,1.1,1,1.0,8.0,45.7,45.7,UNK,1958-03-01T00:00:00,-19999999.0,-9999.0,Unknown,-9999.0,,STOK,-30.6431758,145.7581528,381002.0,6609285.0,1.0,55.0,MAP,AHD,174.0,DEM,174.0,UNK,DEM,Stock and Domestic,0.0,1.0,0.0,0.0,0.0,Neil Symington,,NGIS,,,POINT (1302345.059599999 -3405600.6055)
,10002857,GW034972.1.1,GW034972,1.1,1,1.0,8.0,61.2,61.3,UNK,1972-11-01T00:00:00,-19999999.0,-9999.0,Unknown,-9999.0,,INDS,-31.7984728,143.5031991,736990.0,6479173.0,1.0,54.0,MAP,AHD,80.0,DEM,80.0,UNK,DEM,Commercial and Industrial,0.0,1.0,1.0,0.0,0.0,Neil Symington,,NGIS,,,POINT (1077892.1567 -3513341.9364)
,10002921,GW010143.1.1,GW010143,1.1,1,1.0,8.0,39.6,,UNK,1961-01-01T00:00:00,-19999999.0,-9999.0,Unknown,-9999.0,,UNK,-31.671811,142.963204,686109.0,6494266.0,1.0,54.0,MAP,AHD,100.0,DEM,100.0,UNK,DEM,Unknown,0.0,0.0,0.0,0.0,0.0,Neil Symington,,NGIS,,,POINT (1028634.953899998 -3494768.896299999)
,10003053,GW004581.1.1,GW004581,1.1,1,1.0,8.0,231.6,234.7,UNK,1929-06-01T00:00:00,-19999999.0,-9999.0,Unknown,-9999.0,,STOK,-30.3473586,143.8398441,772993.0,6639304.0,1.0,54.0,MAP,AHD,90.0,DEM,90.0,UNK,DEM,Stock and Domestic,1.0,1.0,0.0,0.0,0.0,Neil Symington,,NGIS,,,POINT (1124388.536499999 -3354395.8992)
,10003061,GW003339.1.1,GW003339,1.1,1,1.0,8.0,61.0,,NON,,-19999999.0,-9999.0,Unknown,-9999.0,,STOK,-30.9312495,143.1979123,710001.0,6575946.0,1.0,54.0,MAP,AHD,125.0,DEM,125.0,UNK,DEM,Stock and Domestic,0.0,0.0,0.0,0.0,0.0,Neil Symington,,NGIS,,,POINT (1057860.0141 -3414072.521199999)
,10003105,GW006167.1.1,GW006167,1.1,1,1.0,8.0,125.9,125.9,UNK,1937-04-01T00:00:00,-19999999.0,-9999.0,Unknown,-9999.0,,STOK,-29.8473485,145.0926003,315738.0,6696603.0,1.0,55.0,MAP,AHD,113.0,DEM,113.0,UNK,DEM,Stock and Domestic,1.0,1.0,0.0,0.0,0.0,Neil Symington,,NGIS,,,POINT (1248695.707699999 -3310246.842900001)
,10003130,GW007251.1.1,GW007251,1.1,1,1.0,8.0,228.6,,UNK,1928-01-01T00:00:00,-19999999.0,-9999.0,Unknown,-9999.0,,STOK,-29.3478943,146.5728528,458536.0,6753394.0,1.0,55.0,MAP,AHD,129.0,DEM,129.0,UNK,DEM,Stock and Domestic,1.0,0.0,0.0,0.0,0.0,Neil Symington,,NGIS,,,POINT (1395666.577799998 -3269888.1757)
,10003142,GW016881.1.1,GW016881,1.1,1,1.0,8.0,95.7,95.7,UNK,1959-01-01T00:00:00,-19999999.0,-9999.0,Unknown,-9999.0,,STOK,-31.1859747,143.0426397,694643.0,6547990.0,1.0,54.0,MAP,AHD,121.0,DEM,121.0,UNK,DEM,Stock and Domestic,0.0,1.0,0.0,0.0,0.0,Neil Symington,,NGIS,,,POINT (1040765.3288 -3441219.7248)
,10003204,GW004044.1.3,GW004044,1.3,1,1.0,8.0,457.2,,NON,1992-07-02T00:00:00,-19999999.0,-9999.0,Unknown,-9999.0,,HUSE,-30.5056695,147.4903417,547051.0,6625078.0,1.0,55.0,UNK,AHD,132.28,LIDAR,132.28,NGS,LIDAR,Water Supply,1.0,0.0,0.0,0.0,0.0,Neil Symington,,NGIS,,,POINT (1467418.475099999 -3409069.9702)
,10003237,GW088331.1.1,GW088331,1.1,1,1.0,8.0,15.5,15.0,FUN,2011-05-18T00:00:00,-19999999.0,-9999.0,Unknown,-9999.0,,MON,-30.3008555,145.7650833,381251.0,6647231.0,1.0,55.0,SVY,AHD,99.82,LIDAR,99.82,NGS,LIDAR,Monitoring,1.0,1.0,0.0,1.0,0.0,Neil Symington,,NGIS,,,POINT (1307123.942699999 -3367531.264)
,10003243,GW010582.1.1,GW010582,1.1,1,1.0,8.0,96.0,96.0,DCM,1954-04-01T00:00:00,-19999999.0,-9999.0,Unknown,-9999.0,,STOK,-30.616247,143.7329044,761987.0,6609743.0,1.0,54.0,MAP,AHD,86.0,DEM,86.0,UNK,DEM,Stock and Domestic,1.0,1.0,0.0,1.0,0.0,Neil Symington,,NGIS,,,POINT (1111498.061999999 -3383464.9891)
,10003244,GW019373.1.1,GW019373,1.1,1,1.0,8.0,89.9,89.9,UNK,1962-02-01T00:00:00,-19999999.0,-9999.0,Unknown,-9999.0,,STOK,-30.6765253,143.6242957,751415.0,6603307.0,1.0,54.0,MAP,AHD,84.0,DEM,84.0,UNK,DEM,Stock and Domestic,1.0,1.0,0.0,1.0,0.0,Neil Symington,,NGIS,,,POINT (1100624.030200001 -3389250.643100001)
,10003323,GW040157.1.1,GW040157,1.1,1,1.0,8.0,,,UNK,,-19999999.0,-9999.0,Unknown,-9999.0,,IRAG,-32.0498644,143.3782035,724541.0,6451563.0,1.0,54.0,MAP,AHD,70.0,DEM,70.0,UNK,DEM,Irrigation,0.0,0.0,0.0,0.0,1.0,Neil Symington,,NGIS,,,POINT (1063708.878600001 -3540310.1851)
,10003401,GW804842.1.1,GW804842,1.1,1,1.0,8.0,12.0,13.0,FUN,2012-02-08T00:00:00,-19999999.0,-9999.0,Unknown,-9999.0,,MON,-30.0894864,145.9444787,398286.0,6670829.0,1.0,55.0,MAP,AHD,105.81,LIDAR,105.81,UNK,LIDAR,Monitoring,1.0,1.0,0.0,0.0,0.0,Neil Symington,,NGIS,,,POINT (1326672.8433 -3345827.1763)
,10003527,GW031743.1.1,GW031743,1.1,1,1.0,8.0,84.4,84.4,UNK,1969-01-01T00:00:00,-19999999.0,-9999.0,Unknown,-9999.0,,INDS,-31.7301384,143.5820862,744641.0,6486575.0,1.0,54.0,MAP,AHD,81.0,DEM,81.0,UNK,DEM,Commercial and Industrial,0.0,1.0,0.0,0.0,0.0,Neil Symington,,NGIS,,,POINT (1085956.345699999 -3506393.5648)
,10003560,GW042679.1.1,GW042679,1.1,1,1.0,8.0,71.7,71.8,UNK,1975-10-01T00:00:00,-19999999.0,-9999.0,Unknown,-9999.0,,INDS,-31.9562506,143.5929218,745069.0,6461477.0,1.0,54.0,MAP,AHD,79.0,DEM,79.0,UNK,DEM,Commercial and Industrial,0.0,1.0,1.0,0.0,0.0,Neil Symington,,NGIS,,,POINT (1084676.627900001 -3531684.3572)
,10003583,GW016711.1.1,GW016711,1.1,1,1.0,8.0,29.9,29.9,UNK,1957-10-01T00:00:00,-19999999.0,-9999.0,Unknown,-9999.0,,STOK,-30.7526346,143.8709607,774840.0,6594289.0,1.0,54.0,MAP,AHD,87.0,DEM,87.0,UNK,DEM,Stock and Domestic,0.0,1.0,0.0,0.0,0.0,Neil Symington,,NGIS,,,POINT (1123121.250999998 -3399888.8518)
,10003614,GW031408.1.1,GW031408,1.1,1,1.0,8.0,87.2,87.2,USE,1969-06-01T00:00:00,-19999999.0,-9999.0,Unknown,-9999.0,,INDS,-31.7173572,143.9259705,777272.0,6487168.0,1.0,54.0,MAP,AHD,136.0,DEM,136.0,UNK,DEM,Commercial and Industrial,0.0,1.0,0.0,0.0,0.0,Neil Symington,,NGIS,,,POINT (1118240.5152 -3507935.6899)
,10003699,GW042677.1.1,GW042677,1.1,1,1.0,8.0,73.2,73.3,UNK,1975-09-01T00:00:00,-19999999.0,-9999.0,Unknown,-9999.0,,INDS,-31.8651394,143.5437548,740658.0,6471691.0,1.0,54.0,MAP,AHD,74.0,DEM,74.0,UNK,DEM,Commercial and Industrial,1.0,1.0,1.0,0.0,0.0,Neil Symington,,NGIS,,,POINT (1081008.861099999 -3521114.617799999)
,10003732,GW032937.1.1,GW032937,1.1,1,1.0,8.0,96.3,96.3,USE,1970-07-01T00:00:00,-19999999.0,-9999.0,Unknown,-9999.0,,INDS,-31.7112456,143.9615256,780661.0,6487755.0,1.0,54.0,MAP,AHD,113.0,DEM,113.0,UNK,DEM,Commercial and Industrial,1.0,1.0,0.0,0.0,0.0,Neil Symington,,NGIS,,,POINT (1121628.562100001 -3507566.3388)
,10003736,GW005973.1.1,GW005973,1.1,1,1.0,8.0,89.9,89.9,UNK,1935-06-01T00:00:00,-19999999.0,-9999.0,Unknown,-9999.0,,STOK,-31.0826364,143.583468,746460.0,6558370.0,1.0,54.0,MAP,AHD,84.0,DEM,84.0,UNK,DEM,Stock and Domestic,1.0,1.0,0.0,0.0,0.0,Neil Symington,,NGIS,,,POINT (1092649.664999999 -3434207.2236)
,10003783,GW033832.1.1,GW033832,1.1,1,1.0,8.0,73.5,73.5,UNK,1969-12-01T00:00:00,-19999999.0,-9999.0,Unknown,-9999.0,,INDS,-31.687915,143.710973,756973.0,6490961.0,1.0,54.0,MAP,AHD,146.0,DEM,146.0,UNK,DEM,Commercial and Industrial,0.0,1.0,0.0,0.0,0.0,Neil Symington,,NGIS,,,POINT (1098439.902399998 -3502789.3015)
